CSZ_LNK_KEY,P_YYYYMM,ENTR_NO,CUST_NO,BILL_ACNT_NO,PROD_NO,AG10_AGJU_ID,CUST_AGE,SEX_DIVS_CD,SEX_DIVS_NM,PP_CD,PP_NM,ENTR_STUS_CD,ENTR_STUS_NM,RMNG_NATN_NM,DPTR_DT,HMCML_DT,ABRD_STAY_DAYS,SPPS_CD,SPPS_NM,SPPS_ENTR_STUS_CD,SPPS_ENTR_STUS_NM,SPPS_FRST_ENTR_DT,SPPS_STRT_DT,SPPS_END_DT,RTNG_STRT_DT,RTNG_END_DT,PP_USE_DAYS,MERT_USE_DAYS,DATA_USAG,RMNG_LTTR_CNT,BQ_LOAD_DTTM,BQ_LOAD_USER_ID
310002,202609,ENTR-ROAMING-BASELINE-0002,310002,BILL-310002,SYN-ROAM-4GB,2,27,FEMALE,여자,5G-STD-01,5G 스탠다드,A,개통,미국,20260904,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260904,20260904,99991231,20260904,,1,0,122000000,1,2026-09-04T21:00:00,synthetic-seeder
310013,202609,ENTR-ROAMING-BASELINE-0013,310013,BILL-310013,SYN-ROAM-4GB,3,38,MALE,남자,5G-STD-01,5G 스탠다드,A,개통,베트남,20260904,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260904,20260904,99991231,20260904,,1,0,133000000,1,2026-09-04T21:00:00,synthetic-seeder
310011,202609,ENTR-ROAMING-BASELINE-0011,310011,BILL-310011,SYN-ROAM-4GB,3,36,MALE,남자,5G-STD-01,5G 스탠다드,A,개통,태국,20260904,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260904,20260904,99991231,20260904,,1,0,131000000,1,2026-09-04T21:00:00,synthetic-seeder
310007,202609,ENTR-ROAMING-BASELINE-0007,310007,BILL-310007,SYN-ROAM-4GB,3,32,MALE,남자,5G-STD-01,5G 스탠다드,A,개통,태국,20260904,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260904,20260904,99991231,20260904,,1,0,127000000,1,2026-09-04T21:00:00,synthetic-seeder
310020,202609,ENTR-ROAMING-BASELINE-0020,310020,BILL-310020,SYN-ROAM-4GB,4,45,FEMALE,여자,5G-STD-01,5G 스탠다드,A,개통,일본,20260904,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260904,20260904,99991231,,,0,0,0,0,2026-09-04T21:00:00,synthetic-seeder
310015,202609,ENTR-ROAMING-BASELINE-0015,310015,BILL-310015,SYN-ROAM-4GB,4,40,MALE,남자,5G-STD-01,5G 스탠다드,A,개통,태국,20260904,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260904,20260904,99991231,,,0,0,0,0,2026-09-04T21:00:00,synthetic-seeder
310017,202609,ENTR-ROAMING-BASELINE-0017,310017,BILL-310017,SYN-ROAM-4GB,4,42,MALE,남자,5G-STD-01,5G 스탠다드,A,개통,베트남,20260904,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260904,20260904,99991231,20260904,,1,0,137000000,1,2026-09-04T21:00:00,synthetic-seeder
310008,202609,ENTR-ROAMING-BASELINE-0008,310008,BILL-310008,SYN-ROAM-4GB,3,33,FEMALE,여자,5G-STD-01,5G 스탠다드,A,개통,일본,20260904,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260904,20260904,99991231,20260904,,1,0,128000000,1,2026-09-04T21:00:00,synthetic-seeder
310014,202609,ENTR-ROAMING-BASELINE-0014,310014,BILL-310014,SYN-ROAM-4GB,3,39,FEMALE,여자,5G-STD-01,5G 스탠다드,A,개통,미국,20260904,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260904,20260904,99991231,20260904,,1,0,134000000,1,2026-09-04T21:00:00,synthetic-seeder
310010,202609,ENTR-ROAMING-BASELINE-0010,310010,BILL-310010,SYN-ROAM-4GB,3,35,FEMALE,여자,5G-STD-01,5G 스탠다드,A,개통,미국,20260904,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260904,20260904,99991231,,,0,0,0,0,2026-09-04T21:00:00,synthetic-seeder
310118,202609,ENTR-ROAMING-BASELINE-0118,310118,BILL-310118,SYN-ROAM-4GB,4,43,FEMALE,여자,5G-STD-01,5G 스탠다드,A,개통,미국,20260905,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260905,20260905,99991231,20260905,,1,0,138000000,1,2026-09-05T21:00:00,synthetic-seeder
310108,202609,ENTR-ROAMING-BASELINE-0108,310108,BILL-310108,SYN-ROAM-4GB,3,33,FEMALE,여자,5G-STD-01,5G 스탠다드,A,개통,일본,20260905,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260905,20260905,99991231,20260905,,1,0,128000000,1,2026-09-05T21:00:00,synthetic-seeder
310104,202609,ENTR-ROAMING-BASELINE-0104,310104,BILL-310104,SYN-ROAM-4GB,2,29,FEMALE,여자,5G-STD-01,5G 스탠다드,A,개통,일본,20260905,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260905,20260905,99991231,20260905,,1,0,124000000,1,2026-09-05T21:00:00,synthetic-seeder
310113,202609,ENTR-ROAMING-BASELINE-0113,310113,BILL-310113,SYN-ROAM-4GB,3,38,MALE,남자,5G-STD-01,5G 스탠다드,A,개통,베트남,20260905,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260905,20260905,99991231,20260905,,1,0,133000000,1,2026-09-05T21:00:00,synthetic-seeder
310111,202609,ENTR-ROAMING-BASELINE-0111,310111,BILL-310111,SYN-ROAM-4GB,3,36,MALE,남자,5G-STD-01,5G 스탠다드,A,개통,태국,20260905,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260905,20260905,99991231,20260905,,1,0,131000000,1,2026-09-05T21:00:00,synthetic-seeder
310110,202609,ENTR-ROAMING-BASELINE-0110,310110,BILL-310110,SYN-ROAM-4GB,3,35,FEMALE,여자,5G-STD-01,5G 스탠다드,A,개통,미국,20260905,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260905,20260905,99991231,,,0,0,0,0,2026-09-05T21:00:00,synthetic-seeder
310119,202609,ENTR-ROAMING-BASELINE-0119,310119,BILL-310119,SYN-ROAM-4GB,4,44,MALE,남자,5G-STD-01,5G 스탠다드,A,개통,태국,20260905,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260905,20260905,99991231,20260905,,1,0,139000000,1,2026-09-05T21:00:00,synthetic-seeder
310106,202609,ENTR-ROAMING-BASELINE-0106,310106,BILL-310106,SYN-ROAM-4GB,3,31,FEMALE,여자,5G-STD-01,5G 스탠다드,A,개통,미국,20260905,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260905,20260905,99991231,20260905,,1,0,126000000,1,2026-09-05T21:00:00,synthetic-seeder
310117,202609,ENTR-ROAMING-BASELINE-0117,310117,BILL-310117,SYN-ROAM-4GB,4,42,MALE,남자,5G-STD-01,5G 스탠다드,A,개통,베트남,20260905,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260905,20260905,99991231,20260905,,1,0,137000000,1,2026-09-05T21:00:00,synthetic-seeder
310120,202609,ENTR-ROAMING-BASELINE-0120,310120,BILL-310120,SYN-ROAM-4GB,4,45,FEMALE,여자,5G-STD-01,5G 스탠다드,A,개통,일본,20260905,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260905,20260905,99991231,,,0,0,0,0,2026-09-05T21:00:00,synthetic-seeder
310109,202609,ENTR-ROAMING-BASELINE-0109,310109,BILL-310109,SYN-ROAM-4GB,3,34,MALE,남자,5G-STD-01,5G 스탠다드,A,개통,베트남,20260905,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260905,20260905,99991231,20260905,,1,0,129000000,1,2026-09-05T21:00:00,synthetic-seeder
310105,202609,ENTR-ROAMING-BASELINE-0105,310105,BILL-310105,SYN-ROAM-4GB,3,30,MALE,남자,5G-STD-01,5G 스탠다드,A,개통,베트남,20260905,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260905,20260905,99991231,,,0,0,0,0,2026-09-05T21:00:00,synthetic-seeder
310115,202609,ENTR-ROAMING-BASELINE-0115,310115,BILL-310115,SYN-ROAM-4GB,4,40,MALE,남자,5G-STD-01,5G 스탠다드,A,개통,태국,20260905,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260905,20260905,99991231,,,0,0,0,0,2026-09-05T21:00:00,synthetic-seeder
310116,202609,ENTR-ROAMING-BASELINE-0116,310116,BILL-310116,SYN-ROAM-4GB,4,41,FEMALE,여자,5G-STD-01,5G 스탠다드,A,개통,일본,20260905,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260905,20260905,99991231,20260905,,1,0,136000000,1,2026-09-05T21:00:00,synthetic-seeder
310114,202609,ENTR-ROAMING-BASELINE-0114,310114,BILL-310114,SYN-ROAM-4GB,3,39,FEMALE,여자,5G-STD-01,5G 스탠다드,A,개통,미국,20260905,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260905,20260905,99991231,20260905,,1,0,134000000,1,2026-09-05T21:00:00,synthetic-seeder
310102,202609,ENTR-ROAMING-BASELINE-0102,310102,BILL-310102,SYN-ROAM-4GB,2,27,FEMALE,여자,5G-STD-01,5G 스탠다드,A,개통,미국,20260905,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260905,20260905,99991231,20260905,,1,0,122000000,1,2026-09-05T21:00:00,synthetic-seeder
310107,202609,ENTR-ROAMING-BASELINE-0107,310107,BILL-310107,SYN-ROAM-4GB,3,32,MALE,남자,5G-STD-01,5G 스탠다드,A,개통,태국,20260905,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260905,20260905,99991231,20260905,,1,0,127000000,1,2026-09-05T21:00:00,synthetic-seeder
310101,202609,ENTR-ROAMING-BASELINE-0101,310101,BILL-310101,SYN-ROAM-4GB,2,26,MALE,남자,5G-STD-01,5G 스탠다드,A,개통,베트남,20260905,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260905,20260905,99991231,20260905,,1,0,121000000,1,2026-09-05T21:00:00,synthetic-seeder
310112,202609,ENTR-ROAMING-BASELINE-0112,310112,BILL-310112,SYN-ROAM-4GB,3,37,FEMALE,여자,5G-STD-01,5G 스탠다드,A,개통,일본,20260905,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260905,20260905,99991231,20260905,,1,0,132000000,1,2026-09-05T21:00:00,synthetic-seeder
310103,202609,ENTR-ROAMING-BASELINE-0103,310103,BILL-310103,SYN-ROAM-4GB,2,28,MALE,남자,5G-STD-01,5G 스탠다드,A,개통,태국,20260905,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260905,20260905,99991231,20260905,,1,0,123000000,1,2026-09-05T21:00:00,synthetic-seeder
310203,202609,ENTR-ROAMING-BASELINE-0203,310203,BILL-310203,SYN-ROAM-4GB,2,28,MALE,남자,5G-STD-01,5G 스탠다드,A,개통,태국,20260906,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260906,20260906,99991231,20260906,,1,0,123000000,1,2026-09-06T21:00:00,synthetic-seeder
310202,202609,ENTR-ROAMING-BASELINE-0202,310202,BILL-310202,SYN-ROAM-4GB,2,27,FEMALE,여자,5G-STD-01,5G 스탠다드,A,개통,미국,20260906,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260906,20260906,99991231,20260906,,1,0,122000000,1,2026-09-06T21:00:00,synthetic-seeder
310220,202609,ENTR-ROAMING-BASELINE-0220,310220,BILL-310220,SYN-ROAM-4GB,4,45,FEMALE,여자,5G-STD-01,5G 스탠다드,A,개통,일본,20260906,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260906,20260906,99991231,,,0,0,0,0,2026-09-06T21:00:00,synthetic-seeder
310211,202609,ENTR-ROAMING-BASELINE-0211,310211,BILL-310211,SYN-ROAM-4GB,3,36,MALE,남자,5G-STD-01,5G 스탠다드,A,개통,태국,20260906,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260906,20260906,99991231,20260906,,1,0,131000000,1,2026-09-06T21:00:00,synthetic-seeder
310214,202609,ENTR-ROAMING-BASELINE-0214,310214,BILL-310214,SYN-ROAM-4GB,3,39,FEMALE,여자,5G-STD-01,5G 스탠다드,A,개통,미국,20260906,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260906,20260906,99991231,20260906,,1,0,134000000,1,2026-09-06T21:00:00,synthetic-seeder
310210,202609,ENTR-ROAMING-BASELINE-0210,310210,BILL-310210,SYN-ROAM-4GB,3,35,FEMALE,여자,5G-STD-01,5G 스탠다드,A,개통,미국,20260906,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260906,20260906,99991231,,,0,0,0,0,2026-09-06T21:00:00,synthetic-seeder
310209,202609,ENTR-ROAMING-BASELINE-0209,310209,BILL-310209,SYN-ROAM-4GB,3,34,MALE,남자,5G-STD-01,5G 스탠다드,A,개통,베트남,20260906,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260906,20260906,99991231,20260906,,1,0,129000000,1,2026-09-06T21:00:00,synthetic-seeder
310213,202609,ENTR-ROAMING-BASELINE-0213,310213,BILL-310213,SYN-ROAM-4GB,3,38,MALE,남자,5G-STD-01,5G 스탠다드,A,개통,베트남,20260906,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260906,20260906,99991231,20260906,,1,0,133000000,1,2026-09-06T21:00:00,synthetic-seeder
310201,202609,ENTR-ROAMING-BASELINE-0201,310201,BILL-310201,SYN-ROAM-4GB,2,26,MALE,남자,5G-STD-01,5G 스탠다드,A,개통,베트남,20260906,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260906,20260906,99991231,20260906,,1,0,121000000,1,2026-09-06T21:00:00,synthetic-seeder
310215,202609,ENTR-ROAMING-BASELINE-0215,310215,BILL-310215,SYN-ROAM-4GB,4,40,MALE,남자,5G-STD-01,5G 스탠다드,A,개통,태국,20260906,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260906,20260906,99991231,,,0,0,0,0,2026-09-06T21:00:00,synthetic-seeder
310204,202609,ENTR-ROAMING-BASELINE-0204,310204,BILL-310204,SYN-ROAM-4GB,2,29,FEMALE,여자,5G-STD-01,5G 스탠다드,A,개통,일본,20260906,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260906,20260906,99991231,20260906,,1,0,124000000,1,2026-09-06T21:00:00,synthetic-seeder
310219,202609,ENTR-ROAMING-BASELINE-0219,310219,BILL-310219,SYN-ROAM-4GB,4,44,MALE,남자,5G-STD-01,5G 스탠다드,A,개통,태국,20260906,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260906,20260906,99991231,20260906,,1,0,139000000,1,2026-09-06T21:00:00,synthetic-seeder
310207,202609,ENTR-ROAMING-BASELINE-0207,310207,BILL-310207,SYN-ROAM-4GB,3,32,MALE,남자,5G-STD-01,5G 스탠다드,A,개통,태국,20260906,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260906,20260906,99991231,20260906,,1,0,127000000,1,2026-09-06T21:00:00,synthetic-seeder
310206,202609,ENTR-ROAMING-BASELINE-0206,310206,BILL-310206,SYN-ROAM-4GB,3,31,FEMALE,여자,5G-STD-01,5G 스탠다드,A,개통,미국,20260906,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260906,20260906,99991231,20260906,,1,0,126000000,1,2026-09-06T21:00:00,synthetic-seeder
310217,202609,ENTR-ROAMING-BASELINE-0217,310217,BILL-310217,SYN-ROAM-4GB,4,42,MALE,남자,5G-STD-01,5G 스탠다드,A,개통,베트남,20260906,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260906,20260906,99991231,20260906,,1,0,137000000,1,2026-09-06T21:00:00,synthetic-seeder
310208,202609,ENTR-ROAMING-BASELINE-0208,310208,BILL-310208,SYN-ROAM-4GB,3,33,FEMALE,여자,5G-STD-01,5G 스탠다드,A,개통,일본,20260906,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260906,20260906,99991231,20260906,,1,0,128000000,1,2026-09-06T21:00:00,synthetic-seeder
310205,202609,ENTR-ROAMING-BASELINE-0205,310205,BILL-310205,SYN-ROAM-4GB,3,30,MALE,남자,5G-STD-01,5G 스탠다드,A,개통,베트남,20260906,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260906,20260906,99991231,,,0,0,0,0,2026-09-06T21:00:00,synthetic-seeder
310212,202609,ENTR-ROAMING-BASELINE-0212,310212,BILL-310212,SYN-ROAM-4GB,3,37,FEMALE,여자,5G-STD-01,5G 스탠다드,A,개통,일본,20260906,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260906,20260906,99991231,20260906,,1,0,132000000,1,2026-09-06T21:00:00,synthetic-seeder
310218,202609,ENTR-ROAMING-BASELINE-0218,310218,BILL-310218,SYN-ROAM-4GB,4,43,FEMALE,여자,5G-STD-01,5G 스탠다드,A,개통,미국,20260906,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260906,20260906,99991231,20260906,,1,0,138000000,1,2026-09-06T21:00:00,synthetic-seeder
310216,202609,ENTR-ROAMING-BASELINE-0216,310216,BILL-310216,SYN-ROAM-4GB,4,41,FEMALE,여자,5G-STD-01,5G 스탠다드,A,개통,일본,20260906,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260906,20260906,99991231,20260906,,1,0,136000000,1,2026-09-06T21:00:00,synthetic-seeder
310310,202609,ENTR-ROAMING-BASELINE-0310,310310,BILL-310310,SYN-ROAM-4GB,3,35,FEMALE,여자,5G-STD-01,5G 스탠다드,A,개통,미국,20260907,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260907,20260907,99991231,,,0,0,0,0,2026-09-07T21:00:00,synthetic-seeder
310301,202609,ENTR-ROAMING-BASELINE-0301,310301,BILL-310301,SYN-ROAM-4GB,2,26,MALE,남자,5G-STD-01,5G 스탠다드,A,개통,베트남,20260907,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260907,20260907,99991231,20260907,,1,0,121000000,1,2026-09-07T21:00:00,synthetic-seeder
310315,202609,ENTR-ROAMING-BASELINE-0315,310315,BILL-310315,SYN-ROAM-4GB,4,40,MALE,남자,5G-STD-01,5G 스탠다드,A,개통,태국,20260907,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260907,20260907,99991231,,,0,0,0,0,2026-09-07T21:00:00,synthetic-seeder
310316,202609,ENTR-ROAMING-BASELINE-0316,310316,BILL-310316,SYN-ROAM-4GB,4,41,FEMALE,여자,5G-STD-01,5G 스탠다드,A,개통,일본,20260907,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260907,20260907,99991231,20260907,,1,0,136000000,1,2026-09-07T21:00:00,synthetic-seeder
310302,202609,ENTR-ROAMING-BASELINE-0302,310302,BILL-310302,SYN-ROAM-4GB,2,27,FEMALE,여자,5G-STD-01,5G 스탠다드,A,개통,미국,20260907,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260907,20260907,99991231,20260907,,1,0,122000000,1,2026-09-07T21:00:00,synthetic-seeder
310306,202609,ENTR-ROAMING-BASELINE-0306,310306,BILL-310306,SYN-ROAM-4GB,3,31,FEMALE,여자,5G-STD-01,5G 스탠다드,A,개통,미국,20260907,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260907,20260907,99991231,20260907,,1,0,126000000,1,2026-09-07T21:00:00,synthetic-seeder
310305,202609,ENTR-ROAMING-BASELINE-0305,310305,BILL-310305,SYN-ROAM-4GB,3,30,MALE,남자,5G-STD-01,5G 스탠다드,A,개통,베트남,20260907,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260907,20260907,99991231,,,0,0,0,0,2026-09-07T21:00:00,synthetic-seeder
310312,202609,ENTR-ROAMING-BASELINE-0312,310312,BILL-310312,SYN-ROAM-4GB,3,37,FEMALE,여자,5G-STD-01,5G 스탠다드,A,개통,일본,20260907,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260907,20260907,99991231,20260907,,1,0,132000000,1,2026-09-07T21:00:00,synthetic-seeder
310309,202609,ENTR-ROAMING-BASELINE-0309,310309,BILL-310309,SYN-ROAM-4GB,3,34,MALE,남자,5G-STD-01,5G 스탠다드,A,개통,베트남,20260907,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260907,20260907,99991231,20260907,,1,0,129000000,1,2026-09-07T21:00:00,synthetic-seeder
310307,202609,ENTR-ROAMING-BASELINE-0307,310307,BILL-310307,SYN-ROAM-4GB,3,32,MALE,남자,5G-STD-01,5G 스탠다드,A,개통,태국,20260907,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260907,20260907,99991231,20260907,,1,0,127000000,1,2026-09-07T21:00:00,synthetic-seeder
310317,202609,ENTR-ROAMING-BASELINE-0317,310317,BILL-310317,SYN-ROAM-4GB,4,42,MALE,남자,5G-STD-01,5G 스탠다드,A,개통,베트남,20260907,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260907,20260907,99991231,20260907,,1,0,137000000,1,2026-09-07T21:00:00,synthetic-seeder
310313,202609,ENTR-ROAMING-BASELINE-0313,310313,BILL-310313,SYN-ROAM-4GB,3,38,MALE,남자,5G-STD-01,5G 스탠다드,A,개통,베트남,20260907,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260907,20260907,99991231,20260907,,1,0,133000000,1,2026-09-07T21:00:00,synthetic-seeder
310314,202609,ENTR-ROAMING-BASELINE-0314,310314,BILL-310314,SYN-ROAM-4GB,3,39,FEMALE,여자,5G-STD-01,5G 스탠다드,A,개통,미국,20260907,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260907,20260907,99991231,20260907,,1,0,134000000,1,2026-09-07T21:00:00,synthetic-seeder
310308,202609,ENTR-ROAMING-BASELINE-0308,310308,BILL-310308,SYN-ROAM-4GB,3,33,FEMALE,여자,5G-STD-01,5G 스탠다드,A,개통,일본,20260907,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260907,20260907,99991231,20260907,,1,0,128000000,1,2026-09-07T21:00:00,synthetic-seeder
310319,202609,ENTR-ROAMING-BASELINE-0319,310319,BILL-310319,SYN-ROAM-4GB,4,44,MALE,남자,5G-STD-01,5G 스탠다드,A,개통,태국,20260907,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260907,20260907,99991231,20260907,,1,0,139000000,1,2026-09-07T21:00:00,synthetic-seeder
310318,202609,ENTR-ROAMING-BASELINE-0318,310318,BILL-310318,SYN-ROAM-4GB,4,43,FEMALE,여자,5G-STD-01,5G 스탠다드,A,개통,미국,20260907,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260907,20260907,99991231,20260907,,1,0,138000000,1,2026-09-07T21:00:00,synthetic-seeder
310320,202609,ENTR-ROAMING-BASELINE-0320,310320,BILL-310320,SYN-ROAM-4GB,4,45,FEMALE,여자,5G-STD-01,5G 스탠다드,A,개통,일본,20260907,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260907,20260907,99991231,,,0,0,0,0,2026-09-07T21:00:00,synthetic-seeder
