P_YYYYMMDD,CZ_LNK_KEY,BASE_DT,MESSAGE_ID,CAMPAIGN_ID,CAMPAIGN_NM,MESSAGE_TEMPLATE_ID,SEND_DTTM,CHANNEL_CD,SEND_RESULT_CD,TARGET_SEGMENT_NM,TARGET_PROD_CD,TARGET_PROD_NM,FEATURE_NM,MESSAGE_CNTN,ENTR_NO,CUST_NO,BQ_LOAD_DTTM,BQ_LOAD_USER_ID
2026-09-07,110017,20260907,CRM-G1-20260907-0017,CMP-G1-OPTION-202609,구글 원 세부 옵션 변경 기능 안내,SMS-G1-OPTION-CHANGE-V1,2026-09-07T08:00:00,SMS,DELIVERED,구글 원 100GB 부가서비스 가입자,VAS-GOOGLEONE-100,구글 원 100GB,구글 원 저장공간 옵션 변경,"구글 원 이용 고객님, 9월부터 저장공간 옵션을 변경할 수 있습니다. 자세한 내용은 U+ 앱에서 확인해 주세요.",ENTR-VAS-BASELINE-0017,110017,2026-09-07T10:00:00,synthetic-seeder
2026-09-07,110018,20260907,CRM-G1-20260907-0018,CMP-G1-OPTION-202609,구글 원 세부 옵션 변경 기능 안내,SMS-G1-OPTION-CHANGE-V1,2026-09-07T08:00:00,SMS,DELIVERED,구글 원 100GB 부가서비스 가입자,VAS-GOOGLEONE-100,구글 원 100GB,구글 원 저장공간 옵션 변경,"구글 원 이용 고객님, 9월부터 저장공간 옵션을 변경할 수 있습니다. 자세한 내용은 U+ 앱에서 확인해 주세요.",ENTR-VAS-BASELINE-0018,110018,2026-09-07T10:00:00,synthetic-seeder
2026-09-07,110019,20260907,CRM-G1-20260907-0019,CMP-G1-OPTION-202609,구글 원 세부 옵션 변경 기능 안내,SMS-G1-OPTION-CHANGE-V1,2026-09-07T08:00:00,SMS,DELIVERED,구글 원 100GB 부가서비스 가입자,VAS-GOOGLEONE-100,구글 원 100GB,구글 원 저장공간 옵션 변경,"구글 원 이용 고객님, 9월부터 저장공간 옵션을 변경할 수 있습니다. 자세한 내용은 U+ 앱에서 확인해 주세요.",ENTR-VAS-BASELINE-0019,110019,2026-09-07T10:00:00,synthetic-seeder
2026-09-07,110020,20260907,CRM-G1-20260907-0020,CMP-G1-OPTION-202609,구글 원 세부 옵션 변경 기능 안내,SMS-G1-OPTION-CHANGE-V1,2026-09-07T08:00:00,SMS,DELIVERED,구글 원 100GB 부가서비스 가입자,VAS-GOOGLEONE-100,구글 원 100GB,구글 원 저장공간 옵션 변경,"구글 원 이용 고객님, 9월부터 저장공간 옵션을 변경할 수 있습니다. 자세한 내용은 U+ 앱에서 확인해 주세요.",ENTR-VAS-BASELINE-0020,110020,2026-09-07T10:00:00,synthetic-seeder
2026-09-07,110021,20260907,CRM-G1-20260907-0021,CMP-G1-OPTION-202609,구글 원 세부 옵션 변경 기능 안내,SMS-G1-OPTION-CHANGE-V1,2026-09-07T08:00:00,SMS,DELIVERED,구글 원 100GB 부가서비스 가입자,VAS-GOOGLEONE-100,구글 원 100GB,구글 원 저장공간 옵션 변경,"구글 원 이용 고객님, 9월부터 저장공간 옵션을 변경할 수 있습니다. 자세한 내용은 U+ 앱에서 확인해 주세요.",ENTR-VAS-BASELINE-0021,110021,2026-09-07T10:00:00,synthetic-seeder
2026-09-07,110022,20260907,CRM-G1-20260907-0022,CMP-G1-OPTION-202609,구글 원 세부 옵션 변경 기능 안내,SMS-G1-OPTION-CHANGE-V1,2026-09-07T08:00:00,SMS,DELIVERED,구글 원 100GB 부가서비스 가입자,VAS-GOOGLEONE-100,구글 원 100GB,구글 원 저장공간 옵션 변경,"구글 원 이용 고객님, 9월부터 저장공간 옵션을 변경할 수 있습니다. 자세한 내용은 U+ 앱에서 확인해 주세요.",ENTR-VAS-BASELINE-0022,110022,2026-09-07T10:00:00,synthetic-seeder
2026-09-07,110023,20260907,CRM-G1-20260907-0023,CMP-G1-OPTION-202609,구글 원 세부 옵션 변경 기능 안내,SMS-G1-OPTION-CHANGE-V1,2026-09-07T08:00:00,SMS,DELIVERED,구글 원 100GB 부가서비스 가입자,VAS-GOOGLEONE-100,구글 원 100GB,구글 원 저장공간 옵션 변경,"구글 원 이용 고객님, 9월부터 저장공간 옵션을 변경할 수 있습니다. 자세한 내용은 U+ 앱에서 확인해 주세요.",ENTR-VAS-BASELINE-0023,110023,2026-09-07T10:00:00,synthetic-seeder
2026-09-07,110024,20260907,CRM-G1-20260907-0024,CMP-G1-OPTION-202609,구글 원 세부 옵션 변경 기능 안내,SMS-G1-OPTION-CHANGE-V1,2026-09-07T08:00:00,SMS,DELIVERED,구글 원 100GB 부가서비스 가입자,VAS-GOOGLEONE-100,구글 원 100GB,구글 원 저장공간 옵션 변경,"구글 원 이용 고객님, 9월부터 저장공간 옵션을 변경할 수 있습니다. 자세한 내용은 U+ 앱에서 확인해 주세요.",ENTR-VAS-BASELINE-0024,110024,2026-09-07T10:00:00,synthetic-seeder
2026-09-07,110025,20260907,CRM-G1-20260907-0025,CMP-G1-OPTION-202609,구글 원 세부 옵션 변경 기능 안내,SMS-G1-OPTION-CHANGE-V1,2026-09-07T08:00:00,SMS,DELIVERED,구글 원 100GB 부가서비스 가입자,VAS-GOOGLEONE-100,구글 원 100GB,구글 원 저장공간 옵션 변경,"구글 원 이용 고객님, 9월부터 저장공간 옵션을 변경할 수 있습니다. 자세한 내용은 U+ 앱에서 확인해 주세요.",ENTR-VAS-BASELINE-0025,110025,2026-09-07T10:00:00,synthetic-seeder
2026-09-07,110026,20260907,CRM-G1-20260907-0026,CMP-G1-OPTION-202609,구글 원 세부 옵션 변경 기능 안내,SMS-G1-OPTION-CHANGE-V1,2026-09-07T08:00:00,SMS,DELIVERED,구글 원 100GB 부가서비스 가입자,VAS-GOOGLEONE-100,구글 원 100GB,구글 원 저장공간 옵션 변경,"구글 원 이용 고객님, 9월부터 저장공간 옵션을 변경할 수 있습니다. 자세한 내용은 U+ 앱에서 확인해 주세요.",ENTR-VAS-BASELINE-0026,110026,2026-09-07T10:00:00,synthetic-seeder
2026-09-07,110027,20260907,CRM-G1-20260907-0027,CMP-G1-OPTION-202609,구글 원 세부 옵션 변경 기능 안내,SMS-G1-OPTION-CHANGE-V1,2026-09-07T08:00:00,SMS,DELIVERED,구글 원 100GB 부가서비스 가입자,VAS-GOOGLEONE-100,구글 원 100GB,구글 원 저장공간 옵션 변경,"구글 원 이용 고객님, 9월부터 저장공간 옵션을 변경할 수 있습니다. 자세한 내용은 U+ 앱에서 확인해 주세요.",ENTR-VAS-BASELINE-0027,110027,2026-09-07T10:00:00,synthetic-seeder
2026-09-07,110028,20260907,CRM-G1-20260907-0028,CMP-G1-OPTION-202609,구글 원 세부 옵션 변경 기능 안내,SMS-G1-OPTION-CHANGE-V1,2026-09-07T08:00:00,SMS,DELIVERED,구글 원 100GB 부가서비스 가입자,VAS-GOOGLEONE-100,구글 원 100GB,구글 원 저장공간 옵션 변경,"구글 원 이용 고객님, 9월부터 저장공간 옵션을 변경할 수 있습니다. 자세한 내용은 U+ 앱에서 확인해 주세요.",ENTR-VAS-BASELINE-0028,110028,2026-09-07T10:00:00,synthetic-seeder
2026-09-07,110029,20260907,CRM-G1-20260907-0029,CMP-G1-OPTION-202609,구글 원 세부 옵션 변경 기능 안내,SMS-G1-OPTION-CHANGE-V1,2026-09-07T08:00:00,SMS,DELIVERED,구글 원 100GB 부가서비스 가입자,VAS-GOOGLEONE-100,구글 원 100GB,구글 원 저장공간 옵션 변경,"구글 원 이용 고객님, 9월부터 저장공간 옵션을 변경할 수 있습니다. 자세한 내용은 U+ 앱에서 확인해 주세요.",ENTR-VAS-BASELINE-0029,110029,2026-09-07T10:00:00,synthetic-seeder
2026-09-07,110030,20260907,CRM-G1-20260907-0030,CMP-G1-OPTION-202609,구글 원 세부 옵션 변경 기능 안내,SMS-G1-OPTION-CHANGE-V1,2026-09-07T08:00:00,SMS,DELIVERED,구글 원 100GB 부가서비스 가입자,VAS-GOOGLEONE-100,구글 원 100GB,구글 원 저장공간 옵션 변경,"구글 원 이용 고객님, 9월부터 저장공간 옵션을 변경할 수 있습니다. 자세한 내용은 U+ 앱에서 확인해 주세요.",ENTR-VAS-BASELINE-0030,110030,2026-09-07T10:00:00,synthetic-seeder
2026-09-07,110031,20260907,CRM-G1-20260907-0031,CMP-G1-OPTION-202609,구글 원 세부 옵션 변경 기능 안내,SMS-G1-OPTION-CHANGE-V1,2026-09-07T08:00:00,SMS,DELIVERED,구글 원 100GB 부가서비스 가입자,VAS-GOOGLEONE-100,구글 원 100GB,구글 원 저장공간 옵션 변경,"구글 원 이용 고객님, 9월부터 저장공간 옵션을 변경할 수 있습니다. 자세한 내용은 U+ 앱에서 확인해 주세요.",ENTR-VAS-BASELINE-0031,110031,2026-09-07T10:00:00,synthetic-seeder
2026-09-07,110032,20260907,CRM-G1-20260907-0032,CMP-G1-OPTION-202609,구글 원 세부 옵션 변경 기능 안내,SMS-G1-OPTION-CHANGE-V1,2026-09-07T08:00:00,SMS,DELIVERED,구글 원 100GB 부가서비스 가입자,VAS-GOOGLEONE-100,구글 원 100GB,구글 원 저장공간 옵션 변경,"구글 원 이용 고객님, 9월부터 저장공간 옵션을 변경할 수 있습니다. 자세한 내용은 U+ 앱에서 확인해 주세요.",ENTR-VAS-BASELINE-0032,110032,2026-09-07T10:00:00,synthetic-seeder
2026-09-07,110033,20260907,CRM-G1-20260907-0033,CMP-G1-OPTION-202609,구글 원 세부 옵션 변경 기능 안내,SMS-G1-OPTION-CHANGE-V1,2026-09-07T08:00:00,SMS,DELIVERED,구글 원 100GB 부가서비스 가입자,VAS-GOOGLEONE-100,구글 원 100GB,구글 원 저장공간 옵션 변경,"구글 원 이용 고객님, 9월부터 저장공간 옵션을 변경할 수 있습니다. 자세한 내용은 U+ 앱에서 확인해 주세요.",ENTR-VAS-BASELINE-0033,110033,2026-09-07T10:00:00,synthetic-seeder
2026-09-07,110034,20260907,CRM-G1-20260907-0034,CMP-G1-OPTION-202609,구글 원 세부 옵션 변경 기능 안내,SMS-G1-OPTION-CHANGE-V1,2026-09-07T08:00:00,SMS,DELIVERED,구글 원 100GB 부가서비스 가입자,VAS-GOOGLEONE-100,구글 원 100GB,구글 원 저장공간 옵션 변경,"구글 원 이용 고객님, 9월부터 저장공간 옵션을 변경할 수 있습니다. 자세한 내용은 U+ 앱에서 확인해 주세요.",ENTR-VAS-BASELINE-0034,110034,2026-09-07T10:00:00,synthetic-seeder
2026-09-07,110035,20260907,CRM-G1-20260907-0035,CMP-G1-OPTION-202609,구글 원 세부 옵션 변경 기능 안내,SMS-G1-OPTION-CHANGE-V1,2026-09-07T08:00:00,SMS,DELIVERED,구글 원 100GB 부가서비스 가입자,VAS-GOOGLEONE-100,구글 원 100GB,구글 원 저장공간 옵션 변경,"구글 원 이용 고객님, 9월부터 저장공간 옵션을 변경할 수 있습니다. 자세한 내용은 U+ 앱에서 확인해 주세요.",ENTR-VAS-BASELINE-0035,110035,2026-09-07T10:00:00,synthetic-seeder
2026-09-07,110036,20260907,CRM-G1-20260907-0036,CMP-G1-OPTION-202609,구글 원 세부 옵션 변경 기능 안내,SMS-G1-OPTION-CHANGE-V1,2026-09-07T08:00:00,SMS,DELIVERED,구글 원 100GB 부가서비스 가입자,VAS-GOOGLEONE-100,구글 원 100GB,구글 원 저장공간 옵션 변경,"구글 원 이용 고객님, 9월부터 저장공간 옵션을 변경할 수 있습니다. 자세한 내용은 U+ 앱에서 확인해 주세요.",ENTR-VAS-BASELINE-0036,110036,2026-09-07T10:00:00,synthetic-seeder
2026-09-07,110037,20260907,CRM-G1-20260907-0037,CMP-G1-OPTION-202609,구글 원 세부 옵션 변경 기능 안내,SMS-G1-OPTION-CHANGE-V1,2026-09-07T08:00:00,SMS,DELIVERED,구글 원 100GB 부가서비스 가입자,VAS-GOOGLEONE-100,구글 원 100GB,구글 원 저장공간 옵션 변경,"구글 원 이용 고객님, 9월부터 저장공간 옵션을 변경할 수 있습니다. 자세한 내용은 U+ 앱에서 확인해 주세요.",ENTR-VAS-BASELINE-0037,110037,2026-09-07T10:00:00,synthetic-seeder
2026-09-07,110038,20260907,CRM-G1-20260907-0038,CMP-G1-OPTION-202609,구글 원 세부 옵션 변경 기능 안내,SMS-G1-OPTION-CHANGE-V1,2026-09-07T08:00:00,SMS,DELIVERED,구글 원 100GB 부가서비스 가입자,VAS-GOOGLEONE-100,구글 원 100GB,구글 원 저장공간 옵션 변경,"구글 원 이용 고객님, 9월부터 저장공간 옵션을 변경할 수 있습니다. 자세한 내용은 U+ 앱에서 확인해 주세요.",ENTR-VAS-BASELINE-0038,110038,2026-09-07T10:00:00,synthetic-seeder
2026-09-07,110039,20260907,CRM-G1-20260907-0039,CMP-G1-OPTION-202609,구글 원 세부 옵션 변경 기능 안내,SMS-G1-OPTION-CHANGE-V1,2026-09-07T08:00:00,SMS,DELIVERED,구글 원 100GB 부가서비스 가입자,VAS-GOOGLEONE-100,구글 원 100GB,구글 원 저장공간 옵션 변경,"구글 원 이용 고객님, 9월부터 저장공간 옵션을 변경할 수 있습니다. 자세한 내용은 U+ 앱에서 확인해 주세요.",ENTR-VAS-BASELINE-0039,110039,2026-09-07T10:00:00,synthetic-seeder
2026-09-07,110040,20260907,CRM-G1-20260907-0040,CMP-G1-OPTION-202609,구글 원 세부 옵션 변경 기능 안내,SMS-G1-OPTION-CHANGE-V1,2026-09-07T08:00:00,SMS,DELIVERED,구글 원 100GB 부가서비스 가입자,VAS-GOOGLEONE-100,구글 원 100GB,구글 원 저장공간 옵션 변경,"구글 원 이용 고객님, 9월부터 저장공간 옵션을 변경할 수 있습니다. 자세한 내용은 U+ 앱에서 확인해 주세요.",ENTR-VAS-BASELINE-0040,110040,2026-09-07T10:00:00,synthetic-seeder
2026-09-07,110041,20260907,CRM-G1-20260907-0041,CMP-G1-OPTION-202609,구글 원 세부 옵션 변경 기능 안내,SMS-G1-OPTION-CHANGE-V1,2026-09-07T08:00:00,SMS,DELIVERED,구글 원 100GB 부가서비스 가입자,VAS-GOOGLEONE-100,구글 원 100GB,구글 원 저장공간 옵션 변경,"구글 원 이용 고객님, 9월부터 저장공간 옵션을 변경할 수 있습니다. 자세한 내용은 U+ 앱에서 확인해 주세요.",ENTR-VAS-BASELINE-0041,110041,2026-09-07T10:00:00,synthetic-seeder
2026-09-07,110042,20260907,CRM-G1-20260907-0042,CMP-G1-OPTION-202609,구글 원 세부 옵션 변경 기능 안내,SMS-G1-OPTION-CHANGE-V1,2026-09-07T08:00:00,SMS,DELIVERED,구글 원 100GB 부가서비스 가입자,VAS-GOOGLEONE-100,구글 원 100GB,구글 원 저장공간 옵션 변경,"구글 원 이용 고객님, 9월부터 저장공간 옵션을 변경할 수 있습니다. 자세한 내용은 U+ 앱에서 확인해 주세요.",ENTR-VAS-BASELINE-0042,110042,2026-09-07T10:00:00,synthetic-seeder
2026-09-07,110043,20260907,CRM-G1-20260907-0043,CMP-G1-OPTION-202609,구글 원 세부 옵션 변경 기능 안내,SMS-G1-OPTION-CHANGE-V1,2026-09-07T08:00:00,SMS,DELIVERED,구글 원 100GB 부가서비스 가입자,VAS-GOOGLEONE-100,구글 원 100GB,구글 원 저장공간 옵션 변경,"구글 원 이용 고객님, 9월부터 저장공간 옵션을 변경할 수 있습니다. 자세한 내용은 U+ 앱에서 확인해 주세요.",ENTR-VAS-BASELINE-0043,110043,2026-09-07T10:00:00,synthetic-seeder
2026-09-07,110044,20260907,CRM-G1-20260907-0044,CMP-G1-OPTION-202609,구글 원 세부 옵션 변경 기능 안내,SMS-G1-OPTION-CHANGE-V1,2026-09-07T08:00:00,SMS,DELIVERED,구글 원 100GB 부가서비스 가입자,VAS-GOOGLEONE-100,구글 원 100GB,구글 원 저장공간 옵션 변경,"구글 원 이용 고객님, 9월부터 저장공간 옵션을 변경할 수 있습니다. 자세한 내용은 U+ 앱에서 확인해 주세요.",ENTR-VAS-BASELINE-0044,110044,2026-09-07T10:00:00,synthetic-seeder
2026-09-07,110045,20260907,CRM-G1-20260907-0045,CMP-G1-OPTION-202609,구글 원 세부 옵션 변경 기능 안내,SMS-G1-OPTION-CHANGE-V1,2026-09-07T08:00:00,SMS,DELIVERED,구글 원 100GB 부가서비스 가입자,VAS-GOOGLEONE-100,구글 원 100GB,구글 원 저장공간 옵션 변경,"구글 원 이용 고객님, 9월부터 저장공간 옵션을 변경할 수 있습니다. 자세한 내용은 U+ 앱에서 확인해 주세요.",ENTR-VAS-BASELINE-0045,110045,2026-09-07T10:00:00,synthetic-seeder
2026-09-07,110046,20260907,CRM-G1-20260907-0046,CMP-G1-OPTION-202609,구글 원 세부 옵션 변경 기능 안내,SMS-G1-OPTION-CHANGE-V1,2026-09-07T08:00:00,SMS,DELIVERED,구글 원 100GB 부가서비스 가입자,VAS-GOOGLEONE-100,구글 원 100GB,구글 원 저장공간 옵션 변경,"구글 원 이용 고객님, 9월부터 저장공간 옵션을 변경할 수 있습니다. 자세한 내용은 U+ 앱에서 확인해 주세요.",ENTR-VAS-BASELINE-0046,110046,2026-09-07T10:00:00,synthetic-seeder
2026-09-07,110047,20260907,CRM-G1-20260907-0047,CMP-G1-OPTION-202609,구글 원 세부 옵션 변경 기능 안내,SMS-G1-OPTION-CHANGE-V1,2026-09-07T08:00:00,SMS,DELIVERED,구글 원 100GB 부가서비스 가입자,VAS-GOOGLEONE-100,구글 원 100GB,구글 원 저장공간 옵션 변경,"구글 원 이용 고객님, 9월부터 저장공간 옵션을 변경할 수 있습니다. 자세한 내용은 U+ 앱에서 확인해 주세요.",ENTR-VAS-BASELINE-0047,110047,2026-09-07T10:00:00,synthetic-seeder
2026-09-07,110048,20260907,CRM-G1-20260907-0048,CMP-G1-OPTION-202609,구글 원 세부 옵션 변경 기능 안내,SMS-G1-OPTION-CHANGE-V1,2026-09-07T08:00:00,SMS,DELIVERED,구글 원 100GB 부가서비스 가입자,VAS-GOOGLEONE-100,구글 원 100GB,구글 원 저장공간 옵션 변경,"구글 원 이용 고객님, 9월부터 저장공간 옵션을 변경할 수 있습니다. 자세한 내용은 U+ 앱에서 확인해 주세요.",ENTR-VAS-BASELINE-0048,110048,2026-09-07T10:00:00,synthetic-seeder
