CZ_LNK_KEY,P_YYYYMMDD,GA_LNK_KEY,BASE_DT,CLT_ID,SESN_ID,PTPN_SESN_TM,CUST_NO,ENTR_NO,LOG_DTTM,SESN_STAY_TM,EVET_NM,EVET_ACT_NM,EVET_ACT_CATG_NM,EVET_ACT_LABE_NM,PAGE_STAY_TM,REP_CHNL_MENU_NM,REP_CHNL_MENU_LVL1_NM,REP_CHNL_MENU_LVL2_NM,REP_CHNL_MENU_LVL3_NM,ABTEST_ID,BQ_LOAD_DTTM,BQ_LOAD_USER_ID
110011,2026-09-07,11001102,20260907,CLT-110011,SESN-VAS-B-0011,119,110011,ENTR-VAS-BASELINE-0011,20260907122513,119,page_view,menu_view,vas_wandering,navigating,4,요금제 조회/변경,마이,요금제 조회/변경,,CONTROL,2026-09-07T14:25:13,synthetic-seeder
110011,2026-09-07,11001103,20260907,CLT-110011,SESN-VAS-B-0011,119,110011,ENTR-VAS-BASELINE-0011,20260907122526,119,page_view,menu_view,vas_wandering,navigating,3,마이,마이,,,CONTROL,2026-09-07T14:25:26,synthetic-seeder
110011,2026-09-07,11001104,20260907,CLT-110011,SESN-VAS-B-0011,119,110011,ENTR-VAS-BASELINE-0011,20260907122535,119,page_view,menu_view,vas_wandering,navigating,2,멤버십,마이,멤버십,,CONTROL,2026-09-07T14:25:35,synthetic-seeder
110011,2026-09-07,11001105,20260907,CLT-110011,SESN-VAS-B-0011,119,110011,ENTR-VAS-BASELINE-0011,20260907122547,119,page_view,menu_view,vas_wandering,navigating,1,마이,마이,,,CONTROL,2026-09-07T14:25:47,synthetic-seeder
110011,2026-09-07,11001106,20260907,CLT-110011,SESN-VAS-B-0011,119,110011,ENTR-VAS-BASELINE-0011,20260907122556,119,page_view,menu_view,vas_wandering,navigating,1,가입정보,마이,가입정보,,CONTROL,2026-09-07T14:25:56,synthetic-seeder
110011,2026-09-07,11001107,20260907,CLT-110011,SESN-VAS-B-0011,119,110011,ENTR-VAS-BASELINE-0011,20260907122605,119,page_view,menu_view,vas_wandering,navigating,4,부가서비스 조회/해지,마이,가입정보,부가서비스 조회/해지,CONTROL,2026-09-07T14:26:05,synthetic-seeder
110011,2026-09-07,11001199,20260907,CLT-110011,SESN-VAS-B-0011,119,110011,ENTR-VAS-BASELINE-0011,20260907122620,119,click,favorite_set,vas_wandering,favorite_completed,1,부가서비스 조회/해지,마이,가입정보,부가서비스 조회/해지,CONTROL,2026-09-07T14:26:20,synthetic-seeder
110012,2026-09-08,11001201,20260908,CLT-110012,SESN-VAS-B-0012,152,110012,ENTR-VAS-BASELINE-0012,20260908130000,152,page_view,menu_view,vas_wandering,navigating,2,마이,마이,,,CONTROL,2026-09-08T15:00:00,synthetic-seeder
110012,2026-09-08,11001202,20260908,CLT-110012,SESN-VAS-B-0012,152,110012,ENTR-VAS-BASELINE-0012,20260908130008,152,page_view,menu_view,vas_wandering,navigating,2,요금제 조회/변경,마이,요금제 조회/변경,,CONTROL,2026-09-08T15:00:08,synthetic-seeder
110012,2026-09-08,11001203,20260908,CLT-110012,SESN-VAS-B-0012,152,110012,ENTR-VAS-BASELINE-0012,20260908130019,152,page_view,menu_view,vas_wandering,navigating,2,마이,마이,,,CONTROL,2026-09-08T15:00:19,synthetic-seeder
110012,2026-09-08,11001204,20260908,CLT-110012,SESN-VAS-B-0012,152,110012,ENTR-VAS-BASELINE-0012,20260908130030,152,page_view,menu_view,vas_wandering,navigating,4,멤버십,마이,멤버십,,CONTROL,2026-09-08T15:00:30,synthetic-seeder
110012,2026-09-08,11001205,20260908,CLT-110012,SESN-VAS-B-0012,152,110012,ENTR-VAS-BASELINE-0012,20260908130042,152,page_view,menu_view,vas_wandering,navigating,2,마이,마이,,,CONTROL,2026-09-08T15:00:42,synthetic-seeder
110012,2026-09-08,11001206,20260908,CLT-110012,SESN-VAS-B-0012,152,110012,ENTR-VAS-BASELINE-0012,20260908130054,152,page_view,menu_view,vas_wandering,navigating,3,가입정보,마이,가입정보,,CONTROL,2026-09-08T15:00:54,synthetic-seeder
110012,2026-09-08,11001207,20260908,CLT-110012,SESN-VAS-B-0012,152,110012,ENTR-VAS-BASELINE-0012,20260908130104,152,page_view,menu_view,vas_wandering,navigating,4,부가서비스 조회/해지,마이,가입정보,부가서비스 조회/해지,CONTROL,2026-09-08T15:01:04,synthetic-seeder
110012,2026-09-08,11001299,20260908,CLT-110012,SESN-VAS-B-0012,152,110012,ENTR-VAS-BASELINE-0012,20260908130119,152,click,favorite_set,vas_wandering,favorite_completed,1,부가서비스 조회/해지,마이,가입정보,부가서비스 조회/해지,CONTROL,2026-09-08T15:01:19,synthetic-seeder
110013,2026-09-09,11001301,20260909,CLT-110013,SESN-VAS-B-0013,74,110013,ENTR-VAS-BASELINE-0013,20260909140500,74,page_view,menu_view,vas_wandering,navigating,3,마이,마이,,,CONTROL,2026-09-09T16:05:00,synthetic-seeder
110013,2026-09-09,11001302,20260909,CLT-110013,SESN-VAS-B-0013,74,110013,ENTR-VAS-BASELINE-0013,20260909140514,74,page_view,menu_view,vas_wandering,navigating,1,요금제 조회/변경,마이,요금제 조회/변경,,CONTROL,2026-09-09T16:05:14,synthetic-seeder
