CZ_LNK_KEY,P_YYYYMMDD,ID,THREAD_ID,RUN_ID,SEARCH_QUERY,SEARCH_RESULT,CREATED_AT,STATUS,FIRST_RESPONSE_LATENCY_MS,WAS_CACHE_HIT,SEARCH_QUERY_TYPE,REWRITE_SEARCH_QUERY,SEARCH_RESULT_REFERENCE_TEMPLATE_NAME,IS_FALLBACK_SEARCH_RESULT,BQ_LOAD_DTTM,BQ_LOAD_USER_ID
110018,2026-09-07,100181,THREAD-VAS-B-0018,RUN-VAS-B-0018-1,구글원 100GB에서 200GB 변경,가입정보 메뉴에서 부가서비스를 확인할 수 있습니다.,2026-09-07T18:10:00,failed,790.0,False,initial,부가서비스 조회/해지,VAS_GUIDE_NO_CTA,N,2026-09-07T20:10:00,synthetic-seeder
110018,2026-09-07,100182,THREAD-VAS-B-0018,RUN-VAS-B-0018-2,구글원 옵션 바꾸기,가입정보 메뉴에서 부가서비스를 확인할 수 있습니다.,2026-09-07T18:20:00,failed,790.0,True,repeat,부가서비스 조회/해지,VAS_GUIDE_NO_CTA,N,2026-09-07T20:20:00,synthetic-seeder
110019,2026-09-08,100191,THREAD-VAS-B-0019,RUN-VAS-B-0019-1,구글원 옵션 바꾸기,가입정보 메뉴에서 부가서비스를 확인할 수 있습니다.,2026-09-08T18:10:00,failed,825.0,False,initial,부가서비스 조회/해지,VAS_GUIDE_NO_CTA,N,2026-09-08T20:10:00,synthetic-seeder
110019,2026-09-08,100192,THREAD-VAS-B-0019,RUN-VAS-B-0019-2,구글원 부가서비스 변경,가입정보 메뉴에서 부가서비스를 확인할 수 있습니다.,2026-09-08T18:20:00,failed,825.0,True,repeat,부가서비스 조회/해지,VAS_GUIDE_NO_CTA,N,2026-09-08T20:20:00,synthetic-seeder
110020,2026-09-09,100201,THREAD-VAS-B-0020,RUN-VAS-B-0020-1,구글원 부가서비스 변경,가입정보 메뉴에서 부가서비스를 확인할 수 있습니다.,2026-09-09T18:10:00,failed,860.0,False,initial,부가서비스 조회/해지,VAS_GUIDE_NO_CTA,N,2026-09-09T20:10:00,synthetic-seeder
110020,2026-09-09,100202,THREAD-VAS-B-0020,RUN-VAS-B-0020-2,구글원 용량 변경 방법,가입정보 메뉴에서 부가서비스를 확인할 수 있습니다.,2026-09-09T18:20:00,failed,860.0,True,repeat,부가서비스 조회/해지,VAS_GUIDE_NO_CTA,N,2026-09-09T20:20:00,synthetic-seeder
110021,2026-09-10,100211,THREAD-VAS-B-0021,RUN-VAS-B-0021-1,구글원 용량 변경 방법,가입정보 메뉴에서 부가서비스를 확인할 수 있습니다.,2026-09-10T18:10:00,failed,650.0,False,initial,부가서비스 조회/해지,VAS_GUIDE_NO_CTA,N,2026-09-10T20:10:00,synthetic-seeder
110021,2026-09-10,100212,THREAD-VAS-B-0021,RUN-VAS-B-0021-2,구글원 200GB로 변경,가입정보 메뉴에서 부가서비스를 확인할 수 있습니다.,2026-09-10T18:20:00,failed,650.0,True,repeat,부가서비스 조회/해지,VAS_GUIDE_NO_CTA,N,2026-09-10T20:20:00,synthetic-seeder
110022,2026-09-07,100221,THREAD-VAS-B-0022,RUN-VAS-B-0022-1,구글원 200GB로 변경,가입정보 메뉴에서 부가서비스를 확인할 수 있습니다.,2026-09-07T18:10:00,failed,685.0,False,initial,부가서비스 조회/해지,VAS_GUIDE_NO_CTA,N,2026-09-07T20:10:00,synthetic-seeder
110022,2026-09-07,100222,THREAD-VAS-B-0022,RUN-VAS-B-0022-2,구글원 저장공간 변경,가입정보 메뉴에서 부가서비스를 확인할 수 있습니다.,2026-09-07T18:20:00,failed,685.0,True,repeat,부가서비스 조회/해지,VAS_GUIDE_NO_CTA,N,2026-09-07T20:20:00,synthetic-seeder
110023,2026-09-07,100231,THREAD-VAS-B-0023,RUN-VAS-B-0023-1,구글원 저장공간 변경,가입정보 메뉴에서 부가서비스를 확인할 수 있습니다.,2026-09-07T18:10:00,failed,720.0,False,initial,부가서비스 조회/해지,VAS_GUIDE_NO_CTA,N,2026-09-07T20:10:00,synthetic-seeder
110023,2026-09-07,100232,THREAD-VAS-B-0023,RUN-VAS-B-0023-2,구글원 100GB에서 200GB 변경,가입정보 메뉴에서 부가서비스를 확인할 수 있습니다.,2026-09-07T18:20:00,failed,720.0,True,repeat,부가서비스 조회/해지,VAS_GUIDE_NO_CTA,N,2026-09-07T20:20:00,synthetic-seeder
110024,2026-09-07,100241,THREAD-VAS-B-0024,RUN-VAS-B-0024-1,구글원 100GB에서 200GB 변경,가입정보 메뉴에서 부가서비스를 확인할 수 있습니다.,2026-09-07T18:10:00,failed,755.0,False,initial,부가서비스 조회/해지,VAS_GUIDE_NO_CTA,N,2026-09-07T20:10:00,synthetic-seeder
110024,2026-09-07,100242,THREAD-VAS-B-0024,RUN-VAS-B-0024-2,구글원 옵션 바꾸기,가입정보 메뉴에서 부가서비스를 확인할 수 있습니다.,2026-09-07T18:20:00,failed,755.0,True,repeat,부가서비스 조회/해지,VAS_GUIDE_NO_CTA,N,2026-09-07T20:20:00,synthetic-seeder
110025,2026-09-07,100251,THREAD-VAS-B-0025,RUN-VAS-B-0025-1,구글원 옵션 바꾸기,가입정보 메뉴에서 부가서비스를 확인할 수 있습니다.,2026-09-07T18:10:00,failed,790.0,False,initial,부가서비스 조회/해지,VAS_GUIDE_NO_CTA,N,2026-09-07T20:10:00,synthetic-seeder
110025,2026-09-07,100252,THREAD-VAS-B-0025,RUN-VAS-B-0025-2,구글원 부가서비스 변경,가입정보 메뉴에서 부가서비스를 확인할 수 있습니다.,2026-09-07T18:20:00,failed,790.0,True,repeat,부가서비스 조회/해지,VAS_GUIDE_NO_CTA,N,2026-09-07T20:20:00,synthetic-seeder
110026,2026-09-08,100261,THREAD-VAS-B-0026,RUN-VAS-B-0026-1,구글원 부가서비스 변경,가입정보 메뉴에서 부가서비스를 확인할 수 있습니다.,2026-09-08T18:10:00,failed,825.0,False,initial,부가서비스 조회/해지,VAS_GUIDE_NO_CTA,N,2026-09-08T20:10:00,synthetic-seeder
110026,2026-09-08,100262,THREAD-VAS-B-0026,RUN-VAS-B-0026-2,구글원 용량 변경 방법,가입정보 메뉴에서 부가서비스를 확인할 수 있습니다.,2026-09-08T18:20:00,failed,825.0,True,repeat,부가서비스 조회/해지,VAS_GUIDE_NO_CTA,N,2026-09-08T20:20:00,synthetic-seeder
110027,2026-09-09,100271,THREAD-VAS-B-0027,RUN-VAS-B-0027-1,구글원 용량 변경 방법,가입정보 메뉴에서 부가서비스를 확인할 수 있습니다.,2026-09-09T18:10:00,failed,860.0,False,initial,부가서비스 조회/해지,VAS_GUIDE_NO_CTA,N,2026-09-09T20:10:00,synthetic-seeder
110027,2026-09-09,100272,THREAD-VAS-B-0027,RUN-VAS-B-0027-2,구글원 200GB로 변경,가입정보 메뉴에서 부가서비스를 확인할 수 있습니다.,2026-09-09T18:20:00,failed,860.0,True,repeat,부가서비스 조회/해지,VAS_GUIDE_NO_CTA,N,2026-09-09T20:20:00,synthetic-seeder
110028,2026-09-10,100281,THREAD-VAS-B-0028,RUN-VAS-B-0028-1,구글원 200GB로 변경,가입정보 메뉴에서 부가서비스를 확인할 수 있습니다.,2026-09-10T18:10:00,failed,650.0,False,initial,부가서비스 조회/해지,VAS_GUIDE_NO_CTA,N,2026-09-10T20:10:00,synthetic-seeder
110028,2026-09-10,100282,THREAD-VAS-B-0028,RUN-VAS-B-0028-2,구글원 저장공간 변경,가입정보 메뉴에서 부가서비스를 확인할 수 있습니다.,2026-09-10T18:20:00,failed,650.0,True,repeat,부가서비스 조회/해지,VAS_GUIDE_NO_CTA,N,2026-09-10T20:20:00,synthetic-seeder
110029,2026-09-07,100291,THREAD-VAS-B-0029,RUN-VAS-B-0029-1,구글원 저장공간 변경,가입정보 메뉴에서 부가서비스를 확인할 수 있습니다.,2026-09-07T18:10:00,failed,685.0,False,initial,부가서비스 조회/해지,VAS_GUIDE_NO_CTA,N,2026-09-07T20:10:00,synthetic-seeder
110029,2026-09-07,100292,THREAD-VAS-B-0029,RUN-VAS-B-0029-2,구글원 100GB에서 200GB 변경,가입정보 메뉴에서 부가서비스를 확인할 수 있습니다.,2026-09-07T18:20:00,failed,685.0,True,repeat,부가서비스 조회/해지,VAS_GUIDE_NO_CTA,N,2026-09-07T20:20:00,synthetic-seeder
110030,2026-09-07,100301,THREAD-VAS-B-0030,RUN-VAS-B-0030-1,구글원 100GB에서 200GB 변경,가입정보 메뉴에서 부가서비스를 확인할 수 있습니다.,2026-09-07T18:10:00,failed,720.0,False,initial,부가서비스 조회/해지,VAS_GUIDE_NO_CTA,N,2026-09-07T20:10:00,synthetic-seeder
110030,2026-09-07,100302,THREAD-VAS-B-0030,RUN-VAS-B-0030-2,구글원 옵션 바꾸기,가입정보 메뉴에서 부가서비스를 확인할 수 있습니다.,2026-09-07T18:20:00,failed,720.0,True,repeat,부가서비스 조회/해지,VAS_GUIDE_NO_CTA,N,2026-09-07T20:20:00,synthetic-seeder
110031,2026-09-07,100311,THREAD-VAS-B-0031,RUN-VAS-B-0031-1,구글원 옵션 바꾸기,가입정보 메뉴에서 부가서비스를 확인할 수 있습니다.,2026-09-07T18:10:00,failed,755.0,False,initial,부가서비스 조회/해지,VAS_GUIDE_NO_CTA,N,2026-09-07T20:10:00,synthetic-seeder
110031,2026-09-07,100312,THREAD-VAS-B-0031,RUN-VAS-B-0031-2,구글원 부가서비스 변경,가입정보 메뉴에서 부가서비스를 확인할 수 있습니다.,2026-09-07T18:20:00,failed,755.0,True,repeat,부가서비스 조회/해지,VAS_GUIDE_NO_CTA,N,2026-09-07T20:20:00,synthetic-seeder
110032,2026-09-07,100321,THREAD-VAS-B-0032,RUN-VAS-B-0032-1,구글원 부가서비스 변경,가입정보 메뉴에서 부가서비스를 확인할 수 있습니다.,2026-09-07T18:10:00,failed,790.0,False,initial,부가서비스 조회/해지,VAS_GUIDE_NO_CTA,N,2026-09-07T20:10:00,synthetic-seeder
110032,2026-09-07,100322,THREAD-VAS-B-0032,RUN-VAS-B-0032-2,구글원 용량 변경 방법,가입정보 메뉴에서 부가서비스를 확인할 수 있습니다.,2026-09-07T18:20:00,failed,790.0,True,repeat,부가서비스 조회/해지,VAS_GUIDE_NO_CTA,N,2026-09-07T20:20:00,synthetic-seeder
110033,2026-09-08,100331,THREAD-VAS-B-0033,RUN-VAS-B-0033-1,구글원 용량 변경 방법,가입정보 메뉴에서 부가서비스를 확인할 수 있습니다.,2026-09-08T18:10:00,failed,825.0,False,initial,부가서비스 조회/해지,VAS_GUIDE_NO_CTA,N,2026-09-08T20:10:00,synthetic-seeder
110033,2026-09-08,100332,THREAD-VAS-B-0033,RUN-VAS-B-0033-2,구글원 200GB로 변경,가입정보 메뉴에서 부가서비스를 확인할 수 있습니다.,2026-09-08T18:20:00,failed,825.0,True,repeat,부가서비스 조회/해지,VAS_GUIDE_NO_CTA,N,2026-09-08T20:20:00,synthetic-seeder
110034,2026-09-09,100341,THREAD-VAS-B-0034,RUN-VAS-B-0034-1,구글원 200GB로 변경,가입정보 메뉴에서 부가서비스를 확인할 수 있습니다.,2026-09-09T18:10:00,failed,860.0,False,initial,부가서비스 조회/해지,VAS_GUIDE_NO_CTA,N,2026-09-09T20:10:00,synthetic-seeder
110034,2026-09-09,100342,THREAD-VAS-B-0034,RUN-VAS-B-0034-2,구글원 저장공간 변경,가입정보 메뉴에서 부가서비스를 확인할 수 있습니다.,2026-09-09T18:20:00,failed,860.0,True,repeat,부가서비스 조회/해지,VAS_GUIDE_NO_CTA,N,2026-09-09T20:20:00,synthetic-seeder
110035,2026-09-10,100351,THREAD-VAS-B-0035,RUN-VAS-B-0035-1,구글원 저장공간 변경,가입정보 메뉴에서 부가서비스를 확인할 수 있습니다.,2026-09-10T18:10:00,failed,650.0,False,initial,부가서비스 조회/해지,VAS_GUIDE_NO_CTA,N,2026-09-10T20:10:00,synthetic-seeder
110035,2026-09-10,100352,THREAD-VAS-B-0035,RUN-VAS-B-0035-2,구글원 100GB에서 200GB 변경,가입정보 메뉴에서 부가서비스를 확인할 수 있습니다.,2026-09-10T18:20:00,failed,650.0,True,repeat,부가서비스 조회/해지,VAS_GUIDE_NO_CTA,N,2026-09-10T20:20:00,synthetic-seeder
110036,2026-09-07,100361,THREAD-VAS-B-0036,RUN-VAS-B-0036-1,구글원 100GB에서 200GB 변경,가입정보 메뉴에서 부가서비스를 확인할 수 있습니다.,2026-09-07T18:10:00,failed,685.0,False,initial,부가서비스 조회/해지,VAS_GUIDE_NO_CTA,N,2026-09-07T20:10:00,synthetic-seeder
110036,2026-09-07,100362,THREAD-VAS-B-0036,RUN-VAS-B-0036-2,구글원 옵션 바꾸기,가입정보 메뉴에서 부가서비스를 확인할 수 있습니다.,2026-09-07T18:20:00,failed,685.0,True,repeat,부가서비스 조회/해지,VAS_GUIDE_NO_CTA,N,2026-09-07T20:20:00,synthetic-seeder
110037,2026-09-07,100371,THREAD-VAS-B-0037,RUN-VAS-B-0037-1,구글원 옵션 바꾸기,가입정보 메뉴에서 부가서비스를 확인할 수 있습니다.,2026-09-07T18:10:00,failed,720.0,False,initial,부가서비스 조회/해지,VAS_GUIDE_NO_CTA,N,2026-09-07T20:10:00,synthetic-seeder
110037,2026-09-07,100372,THREAD-VAS-B-0037,RUN-VAS-B-0037-2,구글원 부가서비스 변경,가입정보 메뉴에서 부가서비스를 확인할 수 있습니다.,2026-09-07T18:20:00,failed,720.0,True,repeat,부가서비스 조회/해지,VAS_GUIDE_NO_CTA,N,2026-09-07T20:20:00,synthetic-seeder
110038,2026-09-07,100381,THREAD-VAS-B-0038,RUN-VAS-B-0038-1,구글원 부가서비스 변경,가입정보 메뉴에서 부가서비스를 확인할 수 있습니다.,2026-09-07T18:10:00,failed,755.0,False,initial,부가서비스 조회/해지,VAS_GUIDE_NO_CTA,N,2026-09-07T20:10:00,synthetic-seeder
110038,2026-09-07,100382,THREAD-VAS-B-0038,RUN-VAS-B-0038-2,구글원 용량 변경 방법,가입정보 메뉴에서 부가서비스를 확인할 수 있습니다.,2026-09-07T18:20:00,failed,755.0,True,repeat,부가서비스 조회/해지,VAS_GUIDE_NO_CTA,N,2026-09-07T20:20:00,synthetic-seeder
110039,2026-09-07,100391,THREAD-VAS-B-0039,RUN-VAS-B-0039-1,구글원 용량 변경 방법,가입정보 메뉴에서 부가서비스를 확인할 수 있습니다.,2026-09-07T18:10:00,failed,790.0,False,initial,부가서비스 조회/해지,VAS_GUIDE_NO_CTA,N,2026-09-07T20:10:00,synthetic-seeder
110039,2026-09-07,100392,THREAD-VAS-B-0039,RUN-VAS-B-0039-2,구글원 200GB로 변경,가입정보 메뉴에서 부가서비스를 확인할 수 있습니다.,2026-09-07T18:20:00,failed,790.0,True,repeat,부가서비스 조회/해지,VAS_GUIDE_NO_CTA,N,2026-09-07T20:20:00,synthetic-seeder
110040,2026-09-08,100401,THREAD-VAS-B-0040,RUN-VAS-B-0040-1,구글원 200GB로 변경,가입정보 메뉴에서 부가서비스를 확인할 수 있습니다.,2026-09-08T18:10:00,failed,825.0,False,initial,부가서비스 조회/해지,VAS_GUIDE_NO_CTA,N,2026-09-08T20:10:00,synthetic-seeder
110040,2026-09-08,100402,THREAD-VAS-B-0040,RUN-VAS-B-0040-2,구글원 저장공간 변경,가입정보 메뉴에서 부가서비스를 확인할 수 있습니다.,2026-09-08T18:20:00,failed,825.0,True,repeat,부가서비스 조회/해지,VAS_GUIDE_NO_CTA,N,2026-09-08T20:20:00,synthetic-seeder
110041,2026-09-09,100411,THREAD-VAS-B-0041,RUN-VAS-B-0041-1,구글원 저장공간 변경,가입정보 메뉴에서 부가서비스를 확인할 수 있습니다.,2026-09-09T18:10:00,failed,860.0,False,initial,부가서비스 조회/해지,VAS_GUIDE_NO_CTA,N,2026-09-09T20:10:00,synthetic-seeder
110041,2026-09-09,100412,THREAD-VAS-B-0041,RUN-VAS-B-0041-2,구글원 100GB에서 200GB 변경,가입정보 메뉴에서 부가서비스를 확인할 수 있습니다.,2026-09-09T18:20:00,failed,860.0,True,repeat,부가서비스 조회/해지,VAS_GUIDE_NO_CTA,N,2026-09-09T20:20:00,synthetic-seeder
